edad;ocupación;est_civil;nivel_educativo;contrato_meses;Cred_hipotecario;Cred_personal;Medio_contacto;Dia;Mes;duracion_seg;cont_campaña_actual;campañas_previas;aceptacion_TC
53;empresario;casado;bachillerato;16;si;no;chat;14;mayo;230;1;0;no
44;administrador;divorciado;universitario;19;no;no;celular;10;agosto;71;1;0;no
38;emprendedor;casado;universitario;15;si;no;chat;21;mayo;205;2;0;no
47;independiente;casado;universitario;44;si;no;chat;14;mayo;162;1;0;no
36;administrador;casado;universitario;6;si;no;chat;27;mayo;145;2;0;no
30;administrador;soltero;universitario;3;si;no;chat;3;junio;220;2;0;no
46;informal;casado;bachillerato;61;si;no;telefono;6;mayo;309;3;4;no
33;emprendedor;casado;bachillerato;54;si;si;chat;27;mayo;421;3;0;no
43;informal;casado;bachillerato;53;no;no;celular;8;septiembre;261;1;1;si
38;administrador;casado;universitario;20;no;no;celular;13;agosto;132;2;0;no
27;empresario;soltero;bachillerato;13;no;no;celular;30;julio;273;1;1;no
38;administrador;casado;técnico;38;no;no;celular;25;noviembre;349;2;1;si
41;desempleado;casado;universitario;52;no;no;chat;9;junio;291;3;0;no
29;empresario;casado;bachillerato;65;si;no;celular;28;julio;83;6;0;no
39;profesor;casado;bachillerato;12;si;no;chat;20;mayo;793;2;0;no
42;informal;soltero;primaria;13;si;no;celular;5;febrero;119;1;8;no
47;profesor;casado;bachillerato;28;si;si;chat;16;mayo;312;1;0;no
30;informal;soltero;bachillerato;27;no;no;chat;14;mayo;103;6;0;no
34;independiente;casado;bachillerato;42;si;no;celular;16;julio;101;3;0;no
45;amadiciembreasa;casado;primaria;15;no;no;chat;20;junio;48;1;0;no
43;independiente;casado;bachillerato;68;si;no;celular;21;julio;228;3;0;no
59;informal;casado;primaria;20;no;no;chat;20;junio;81;3;0;no
50;empresario;casado;bachillerato;3;no;no;celular;7;julio;152;2;0;no
39;informal;casado;bachillerato;41;si;no;chat;23;mayo;160;3;0;no
36;empresario;casado;bachillerato;18;si;no;chat;27;mayo;59;1;0;no
44;informal;casado;bachillerato;65;si;no;celular;21;noviembre;297;1;0;no
36;empresario;casado;universitario;7;no;no;celular;22;agosto;147;2;0;no
27;administrador;soltero;universitario;58;no;no;celular;4;mayo;143;1;0;no
29;profesor;casado;bachillerato;32;si;no;chat;28;mayo;75;1;0;no
70;pensionado;casado;bachillerato;67;no;no;telefono;14;mayo;338;3;2;no
44;administrador;casado;universitario;52;no;no;chat;11;junio;29;2;0;no
55;administrador;casado;universitario;1;si;no;chat;14;mayo;159;2;0;no
36;empresario;divorciado;bachillerato;42;si;no;chat;2;junio;85;8;0;no
28;empresario;soltero;bachillerato;30;si;no;celular;11;mayo;15;7;0;no
50;administrador;divorciado;universitario;30;no;no;celular;8;mayo;198;2;5;no
49;empresario;casado;bachillerato;22;no;no;chat;19;mayo;114;2;0;no
71;pensionado;divorciado;universitario;40;no;no;celular;12;agosto;1117;2;0;no
31;independiente;soltero;bachillerato;40;no;no;celular;3;febrero;343;2;0;no
45;administrador;soltero;universitario;29;no;no;celular;31;julio;59;2;0;no
42;informal;casado;bachillerato;49;no;no;celular;9;julio;31;1;0;no
45;independiente;casado;bachillerato;34;no;no;celular;16;julio;212;2;0;no
47;empresario;casado;primaria;37;si;no;chat;7;mayo;157;6;0;no
60;pensionado;divorciado;bachillerato;29;no;si;celular;8;julio;96;1;0;no
35;administrador;casado;universitario;67;si;no;chat;27;mayo;245;2;0;no
31;empresario;soltero;universitario;25;no;no;celular;11;agosto;72;4;0;no
33;informal;casado;primaria;63;si;no;celular;16;abril;700;1;0;no
50;independiente;casado;universitario;1;si;no;celular;15;abril;107;1;4;no
51;informal;casado;bachillerato;17;si;no;celular;18;agosto;312;3;0;no
34;empresario;casado;bachillerato;62;si;si;celular;4;junio;153;1;3;no
56;profesor;casado;bachillerato;40;no;si;celular;23;julio;55;10;0;no
29;profesor;casado;bachillerato;47;si;no;telefono;13;mayo;38;3;0;no
31;informal;casado;bachillerato;37;no;no;celular;14;agosto;96;3;0;no
44;empresario;divorciado;técnico;28;si;no;chat;23;mayo;397;1;0;no
55;pensionado;casado;bachillerato;6;no;si;telefono;30;julio;208;3;0;no
35;estudiante;soltero;técnico;22;no;no;telefono;28;enero;122;3;0;no
36;empresario;casado;universitario;45;si;si;celular;29;diciembre;109;1;1;no
54;pensionado;casado;bachillerato;70;si;si;chat;26;mayo;74;1;0;no
32;administrador;casado;universitario;51;si;no;celular;22;julio;72;1;0;no
36;administrador;divorciado;universitario;57;no;no;celular;5;febrero;383;2;0;no
60;pensionado;casado;bachillerato;26;si;no;chat;12;mayo;113;3;0;no
32;empresario;soltero;bachillerato;1;no;si;chat;4;julio;400;1;0;no
57;administrador;casado;universitario;46;no;no;celular;19;agosto;387;8;0;no
34;informal;casado;primaria;56;si;no;celular;18;mayo;59;2;0;no
27;estudiante;soltero;bachillerato;41;si;no;celular;13;mayo;528;1;2;no
52;administrador;soltero;universitario;25;no;no;celular;26;agosto;1223;6;0;si
45;independiente;divorciado;técnico;1;si;no;telefono;30;julio;38;2;0;no
58;independiente;soltero;bachillerato;15;no;no;celular;4;diciembre;1139;2;1;no
39;informal;soltero;primaria;12;si;no;celular;19;noviembre;286;2;0;no
48;informal;soltero;bachillerato;17;si;si;celular;3;febrero;369;2;0;no
36;administrador;soltero;bachillerato;1;no;no;celular;13;agosto;333;5;0;no
31;empresario;soltero;bachillerato;5;si;no;celular;8;mayo;198;1;0;no
41;administrador;casado;universitario;10;si;no;celular;26;agosto;106;8;0;no
30;independiente;soltero;bachillerato;43;no;no;celular;22;julio;423;1;0;no
57;pensionado;casado;universitario;54;no;no;celular;12;agosto;116;4;0;no
29;independiente;soltero;bachillerato;47;si;no;chat;19;mayo;30;1;1;si
29;profesor;divorciado;bachillerato;56;si;no;celular;13;abril;1101;2;0;si
30;administrador;soltero;universitario;52;no;no;celular;16;junio;102;1;1;no
44;administrador;casado;universitario;53;si;no;celular;6;agosto;384;6;0;no
33;estudiante;soltero;técnico;30;no;no;celular;4;septiembre;156;2;8;no
56;independiente;divorciado;bachillerato;59;si;no;telefono;17;noviembre;99;3;0;no
26;profesor;soltero;bachillerato;43;no;no;telefono;18;junio;280;6;5;si
52;empresario;casado;bachillerato;59;no;no;telefono;29;agosto;20;2;0;no
32;administrador;soltero;bachillerato;47;si;no;chat;2;junio;258;1;0;no
36;empresario;soltero;bachillerato;46;no;no;celular;29;agosto;85;6;0;no
26;informal;casado;bachillerato;24;no;no;chat;4;julio;355;1;0;no
37;informal;casado;bachillerato;71;si;no;chat;5;junio;66;3;0;no
34;empresario;casado;bachillerato;60;si;no;celular;18;julio;467;1;0;no
26;profesor;soltero;bachillerato;10;si;no;celular;7;mayo;582;2;4;no
32;profesor;casado;bachillerato;11;si;no;celular;15;mayo;744;1;0;si
30;administrador;soltero;universitario;43;no;no;celular;30;julio;185;4;0;no
27;empresario;soltero;bachillerato;7;si;no;celular;12;mayo;13;5;0;no
42;independiente;soltero;bachillerato;1;si;no;celular;4;febrero;98;1;3;no
33;informal;soltero;primaria;13;si;no;chat;9;mayo;127;1;0;no
37;informal;casado;bachillerato;42;no;no;chat;3;junio;45;2;0;no
45;informal;casado;bachillerato;21;si;no;celular;29;enero;244;3;0;no
36;emprendedor;casado;universitario;49;no;no;chat;16;junio;2769;4;0;si
39;administrador;soltero;universitario;27;si;no;celular;12;mayo;561;4;3;no
33;administrador;soltero;universitario;14;no;no;celular;22;agosto;182;1;0;no
47;profesor;casado;bachillerato;27;no;no;celular;22;agosto;618;1;0;no
49;emprendedor;casado;bachillerato;59;si;si;chat;6;mayo;198;3;0;no
46;administrador;divorciado;bachillerato;9;no;no;celular;19;agosto;126;6;0;no
31;profesor;casado;bachillerato;57;si;si;celular;16;julio;715;1;0;no
43;desempleado;divorciado;bachillerato;16;si;no;celular;21;noviembre;63;1;0;no
30;informal;soltero;bachillerato;10;si;no;chat;21;mayo;412;1;0;si
43;administrador;divorciado;universitario;20;no;no;celular;13;mayo;66;1;22;no
42;informal;casado;bachillerato;58;si;no;celular;17;noviembre;96;1;0;no
30;independiente;soltero;universitario;21;no;no;celular;30;abril;633;1;2;si
33;administrador;soltero;universitario;65;si;no;chat;5;mayo;364;1;0;no
41;independiente;casado;bachillerato;24;no;no;chat;30;mayo;298;3;0;no
29;informal;soltero;bachillerato;27;si;no;celular;17;abril;341;1;0;no
38;desempleado;casado;bachillerato;69;si;no;chat;26;mayo;364;1;0;no
29;empresario;casado;universitario;61;si;no;celular;12;junio;234;7;1;no
80;amadiciembreasa;casado;primaria;34;no;no;celular;23;febrero;639;1;1;si
38;administrador;soltero;universitario;68;no;no;celular;8;agosto;310;4;0;no
36;informal;divorciado;primaria;52;si;no;chat;2;junio;123;4;0;no
38;independiente;casado;universitario;10;no;no;celular;2;junio;253;1;0;no
44;administrador;casado;bachillerato;45;si;no;celular;11;julio;96;2;0;no
31;administrador;casado;universitario;68;no;no;celular;30;abril;297;1;3;si
31;profesor;soltero;bachillerato;22;si;si;chat;26;mayo;501;2;0;no
57;independiente;divorciado;primaria;34;si;no;celular;15;mayo;67;1;2;no
37;informal;casado;primaria;69;si;no;chat;21;mayo;281;1;0;no
50;informal;casado;bachillerato;29;si;si;celular;5;mayo;475;2;0;no
60;pensionado;casado;primaria;11;no;no;celular;6;octubre;205;1;0;no
51;administrador;casado;universitario;62;si;no;celular;8;octubre;272;1;8;no
48;informal;casado;bachillerato;29;si;no;celular;15;abril;349;1;0;no
42;informal;casado;primaria;36;si;no;celular;3;febrero;216;4;5;no
36;informal;casado;bachillerato;51;si;no;celular;9;julio;183;1;0;no
43;administrador;casado;universitario;33;si;no;celular;8;mayo;130;1;2;no
31;independiente;casado;primaria;60;si;si;chat;4;junio;61;6;0;no
49;empresario;soltero;bachillerato;20;si;no;chat;6;junio;92;2;0;no
35;administrador;divorciado;universitario;15;no;si;celular;5;agosto;37;2;0;no
44;emprendedor;casado;bachillerato;56;si;no;celular;19;noviembre;354;2;0;no
34;independiente;casado;universitario;34;no;no;celular;4;mayo;203;1;8;no
46;informal;casado;bachillerato;43;no;no;chat;13;mayo;152;1;0;no
49;informal;casado;primaria;30;si;no;chat;2;junio;41;5;0;no
32;informal;casado;bachillerato;38;no;no;celular;4;mayo;20;5;0;no
35;administrador;divorciado;universitario;37;si;no;celular;11;mayo;277;1;2;no
51;independiente;casado;bachillerato;23;no;no;chat;17;junio;83;2;0;no
57;pensionado;divorciado;bachillerato;21;si;no;chat;6;mayo;531;1;0;no
59;administrador;casado;universitario;30;no;no;telefono;28;agosto;91;5;0;no
40;profesor;divorciado;técnico;17;si;no;chat;5;mayo;315;1;0;no
49;administrador;soltero;universitario;50;no;no;celular;28;agosto;70;9;0;no
51;administrador;casado;bachillerato;44;si;no;celular;9;julio;384;1;0;no
35;independiente;casado;bachillerato;23;no;si;chat;4;julio;105;3;0;no
29;independiente;casado;bachillerato;5;si;no;chat;27;mayo;305;2;0;no
32;profesor;soltero;bachillerato;49;si;no;celular;25;mayo;158;2;0;si
37;amadiciembreasa;divorciado;bachillerato;13;si;no;celular;13;mayo;199;1;2;no
49;desempleado;casado;primaria;70;si;no;chat;27;mayo;25;1;0;no
45;empresario;casado;técnico;40;si;no;chat;27;mayo;147;1;0;no
34;empresario;soltero;bachillerato;2;si;no;celular;29;julio;538;8;0;no
53;empresario;casado;bachillerato;4;no;no;celular;22;agosto;77;9;0;no
42;emprendedor;casado;primaria;68;no;no;celular;20;agosto;94;2;0;no
43;empresario;casado;bachillerato;7;si;no;chat;13;mayo;1721;2;0;si
52;pensionado;casado;bachillerato;46;no;no;celular;19;noviembre;143;1;3;no
34;informal;soltero;bachillerato;55;no;si;celular;20;noviembre;104;1;0;no
34;empresario;divorciado;universitario;54;si;no;celular;7;agosto;587;2;0;si
27;profesor;casado;bachillerato;10;si;no;celular;22;julio;1608;13;0;si
43;desempleado;casado;universitario;16;si;no;celular;9;febrero;48;4;0;no
41;empresario;casado;universitario;44;si;no;celular;9;julio;74;1;0;no
72;pensionado;casado;bachillerato;40;no;no;celular;12;noviembre;427;1;0;no
35;informal;casado;primaria;11;si;no;celular;14;mayo;73;1;0;no
41;administrador;casado;universitario;69;si;no;chat;3;junio;14;21;0;no
36;informal;divorciado;primaria;30;si;no;celular;12;mayo;725;1;0;si
51;amadiciembreasa;casado;primaria;64;si;no;celular;14;julio;333;2;0;no
37;independiente;casado;universitario;28;no;no;celular;13;agosto;244;6;0;no
42;independiente;soltero;bachillerato;63;si;si;telefono;21;octubre;519;1;1;si
26;independiente;soltero;bachillerato;23;si;no;celular;22;julio;242;7;0;no
23;profesor;soltero;bachillerato;59;si;no;celular;18;mayo;222;1;0;no
50;administrador;casado;universitario;20;si;no;celular;19;noviembre;130;2;1;no
37;informal;casado;bachillerato;48;si;si;celular;7;mayo;490;1;0;no
35;administrador;casado;universitario;12;no;no;celular;20;noviembre;258;2;0;no
37;administrador;casado;universitario;62;no;no;celular;29;enero;337;2;0;no
79;pensionado;divorciado;técnico;66;no;no;telefono;8;julio;220;7;2;no
39;empresario;casado;bachillerato;28;no;no;celular;24;agosto;79;2;2;no
47;profesor;casado;bachillerato;67;si;no;telefono;9;julio;250;1;0;no
44;informal;casado;bachillerato;56;si;no;celular;2;junio;130;1;0;no
36;administrador;soltero;universitario;3;no;no;celular;18;agosto;882;8;0;si
33;informal;soltero;bachillerato;3;si;si;celular;17;abril;515;1;1;no
42;profesor;casado;bachillerato;62;si;no;celular;5;mayo;238;3;2;no
35;empresario;soltero;universitario;16;no;no;telefono;28;mayo;32;2;0;no
31;informal;casado;bachillerato;46;si;no;chat;13;mayo;907;2;0;no
58;profesor;casado;primaria;29;no;no;chat;27;junio;162;1;0;no
46;administrador;casado;universitario;59;no;no;chat;7;mayo;70;2;0;no
41;independiente;soltero;bachillerato;36;si;no;chat;4;junio;99;6;0;no
58;empresario;casado;bachillerato;39;si;no;chat;13;mayo;325;1;0;no
33;informal;casado;bachillerato;30;no;si;celular;18;julio;305;12;0;no
31;desempleado;casado;bachillerato;43;si;no;celular;19;noviembre;631;1;0;no
55;empresario;divorciado;bachillerato;15;no;no;celular;10;febrero;169;1;1;si
38;empresario;soltero;bachillerato;27;si;no;celular;28;mayo;61;2;0;no
55;amadiciembreasa;casado;bachillerato;67;no;no;celular;22;agosto;256;2;0;no
47;administrador;soltero;universitario;57;no;no;chat;11;junio;58;3;0;no
51;amadiciembreasa;casado;primaria;41;si;no;chat;20;mayo;142;3;0;no
46;administrador;soltero;universitario;66;si;no;telefono;4;mayo;36;6;2;no
61;administrador;casado;universitario;45;no;no;celular;10;marzo;106;1;0;si
47;administrador;soltero;universitario;64;no;no;celular;21;agosto;71;4;0;no
34;empresario;casado;bachillerato;8;no;no;celular;25;agosto;132;6;0;no
34;informal;casado;bachillerato;12;si;no;chat;20;mayo;120;1;0;no
41;administrador;divorciado;universitario;1;no;no;celular;14;octubre;181;2;1;no
36;informal;divorciado;bachillerato;25;no;no;chat;5;junio;152;2;0;no
26;informal;soltero;bachillerato;16;si;no;chat;28;mayo;302;1;0;no
35;administrador;casado;universitario;18;no;no;celular;23;abril;93;3;0;si
36;informal;casado;bachillerato;14;no;no;chat;17;junio;235;2;0;no
26;administrador;soltero;universitario;63;no;no;celular;15;junio;129;1;0;si
58;administrador;casado;primaria;1;si;no;celular;11;julio;94;2;0;no
50;informal;casado;bachillerato;35;si;no;celular;7;abril;310;1;0;no
61;pensionado;casado;bachillerato;15;si;no;celular;15;julio;195;7;0;no
28;empresario;soltero;bachillerato;13;si;no;chat;21;mayo;196;1;0;no
49;informal;soltero;primaria;29;si;no;chat;15;mayo;93;1;0;no
74;pensionado;casado;bachillerato;49;no;no;telefono;17;abril;394;2;0;si
53;informal;casado;bachillerato;17;si;no;celular;3;febrero;288;3;0;no
46;independiente;casado;bachillerato;56;si;no;celular;31;julio;208;2;0;no
47;administrador;casado;universitario;64;no;no;celular;27;octubre;508;1;0;si
42;informal;soltero;primaria;2;no;no;celular;30;julio;86;2;0;no
56;profesor;casado;bachillerato;62;si;no;celular;21;noviembre;189;1;0;no
42;empresario;casado;bachillerato;56;no;no;chat;29;mayo;249;2;0;no
49;amadiciembreasa;casado;primaria;34;si;no;celular;21;noviembre;450;1;0;no
43;desempleado;soltero;técnico;18;si;no;celular;22;mayo;680;1;1;no
39;profesor;casado;bachillerato;67;si;no;chat;20;mayo;175;2;0;no
66;pensionado;casado;primaria;38;no;no;celular;9;febrero;479;1;0;si
30;empresario;soltero;universitario;4;no;no;celular;5;abril;270;3;4;no
38;administrador;soltero;universitario;20;no;no;celular;24;julio;164;1;0;no
31;informal;casado;bachillerato;71;si;no;celular;20;abril;158;1;1;no
32;empresario;casado;bachillerato;72;no;no;celular;8;agosto;50;4;0;no
48;empresario;casado;bachillerato;16;no;no;celular;6;agosto;80;2;0;no
34;independiente;casado;universitario;13;no;no;celular;6;febrero;45;1;0;no
28;estudiante;soltero;bachillerato;54;no;no;celular;29;enero;220;2;0;no
40;independiente;soltero;bachillerato;71;si;no;chat;18;junio;161;2;0;no
36;emprendedor;casado;bachillerato;55;no;no;chat;20;mayo;98;1;0;no
52;pensionado;casado;bachillerato;20;no;si;chat;9;junio;79;1;0;no
46;independiente;casado;primaria;21;si;si;chat;6;mayo;157;2;0;no
25;empresario;soltero;bachillerato;4;si;no;celular;21;julio;339;1;0;no
52;informal;casado;bachillerato;9;si;no;chat;13;mayo;274;2;0;no
40;informal;casado;primaria;58;si;no;chat;14;mayo;977;1;0;no
26;administrador;divorciado;universitario;64;no;si;chat;12;mayo;127;2;0;no
26;informal;soltero;primaria;8;si;no;chat;4;junio;329;4;0;no
35;independiente;soltero;bachillerato;4;no;no;telefono;21;noviembre;1441;3;0;no
40;independiente;soltero;bachillerato;4;si;no;chat;6;mayo;231;1;0;no
31;administrador;casado;universitario;53;si;no;celular;13;mayo;96;2;5;no
32;independiente;casado;bachillerato;41;si;no;celular;18;mayo;213;1;1;no
33;independiente;casado;bachillerato;65;si;no;celular;30;abril;335;1;0;si
53;profesor;divorciado;bachillerato;44;si;no;celular;14;mayo;959;3;7;si
46;empresario;divorciado;bachillerato;33;si;no;celular;7;agosto;429;3;0;si
28;administrador;soltero;universitario;6;no;no;celular;28;julio;383;6;0;no
31;informal;casado;bachillerato;32;si;no;chat;2;junio;40;1;0;no
44;informal;casado;primaria;21;si;no;chat;7;mayo;110;2;0;no
35;independiente;casado;bachillerato;42;no;no;chat;7;mayo;326;1;0;no
50;empresario;divorciado;técnico;20;si;no;chat;28;mayo;179;3;0;no
32;empresario;casado;bachillerato;33;si;si;celular;25;agosto;132;8;0;no
51;independiente;casado;bachillerato;52;si;si;celular;16;octubre;95;1;0;no
51;administrador;casado;universitario;68;si;si;celular;14;agosto;248;2;0;no
31;informal;casado;técnico;56;si;no;celular;3;febrero;100;3;2;no
41;independiente;divorciado;bachillerato;17;si;no;chat;28;mayo;226;10;0;no
57;empresario;casado;universitario;63;no;si;chat;20;junio;174;3;0;no
34;administrador;soltero;universitario;72;si;no;celular;20;abril;29;3;1;no
47;empresario;casado;bachillerato;13;si;no;chat;28;mayo;176;2;0;no
47;independiente;divorciado;bachillerato;19;si;no;celular;11;julio;106;2;0;no
36;independiente;casado;bachillerato;67;si;no;celular;19;noviembre;136;1;1;no
29;amadiciembreasa;soltero;universitario;55;no;no;celular;5;febrero;110;2;2;si
39;empresario;casado;bachillerato;38;no;no;celular;11;agosto;230;3;0;no
53;informal;soltero;técnico;42;no;no;chat;12;mayo;140;7;0;no
47;informal;casado;bachillerato;8;si;no;chat;26;mayo;118;2;0;no
51;empresario;divorciado;bachillerato;50;si;si;celular;18;agosto;151;10;0;no
48;informal;casado;bachillerato;61;si;no;telefono;9;julio;693;2;0;no
32;empresario;casado;bachillerato;69;no;no;celular;13;agosto;31;1;0;no
36;administrador;divorciado;universitario;61;no;no;celular;26;agosto;125;2;0;no
50;desconocido;casado;primaria;58;si;si;celular;20;abril;670;4;2;si
39;independiente;casado;bachillerato;16;si;no;celular;12;mayo;454;2;3;si
31;informal;casado;bachillerato;6;si;si;chat;23;mayo;159;3;0;no
49;independiente;casado;bachillerato;70;no;no;celular;5;agosto;504;2;0;no
33;desempleado;divorciado;bachillerato;51;no;no;telefono;27;agosto;29;28;0;no
26;administrador;soltero;universitario;68;si;no;celular;1;junio;190;1;1;no
27;informal;casado;bachillerato;39;si;no;chat;14;mayo;332;2;0;no
51;informal;casado;primaria;70;si;no;telefono;3;febrero;143;4;1;no
26;independiente;soltero;bachillerato;4;no;no;celular;30;enero;77;1;2;no
45;independiente;casado;bachillerato;12;no;no;celular;31;julio;517;4;0;no
54;empresario;casado;bachillerato;58;no;si;celular;10;julio;2029;1;0;si
49;empresario;casado;universitario;68;si;no;celular;25;mayo;269;1;0;no
47;empresario;casado;bachillerato;70;no;no;celular;14;agosto;457;2;0;no
42;amadiciembreasa;casado;primaria;47;no;si;celular;7;agosto;184;1;0;no
50;emprendedor;casado;universitario;37;si;no;celular;18;mayo;47;4;0;no
37;independiente;casado;bachillerato;20;si;no;chat;28;mayo;158;2;0;no
54;informal;casado;primaria;39;no;no;telefono;21;noviembre;168;3;0;no
40;profesor;casado;bachillerato;26;si;no;celular;11;mayo;50;1;0;no
50;profesor;casado;bachillerato;6;no;si;celular;14;agosto;757;4;0;no
57;pensionado;casado;bachillerato;70;si;si;celular;25;agosto;93;4;0;no
33;empresario;casado;bachillerato;4;no;no;celular;11;agosto;285;2;0;no
49;empresario;casado;bachillerato;2;si;no;celular;20;abril;390;1;0;no
35;profesor;casado;bachillerato;3;si;no;celular;18;mayo;146;2;0;no
28;informal;soltero;bachillerato;10;si;no;chat;28;mayo;386;1;0;no
58;administrador;casado;universitario;48;no;no;celular;19;agosto;145;7;0;no
31;independiente;soltero;bachillerato;26;no;si;celular;7;julio;230;1;0;no
36;administrador;divorciado;universitario;46;no;no;celular;16;julio;237;2;1;no
49;informal;soltero;primaria;19;no;no;celular;8;julio;474;2;0;no
30;desempleado;casado;bachillerato;48;si;no;chat;20;mayo;350;4;0;no
29;profesor;soltero;bachillerato;64;si;no;celular;28;julio;487;7;0;no
50;administrador;casado;técnico;50;no;no;chat;5;junio;1009;2;0;no
26;estudiante;soltero;universitario;2;no;no;celular;5;marzo;87;1;2;si
27;amadiciembreasa;casado;bachillerato;54;si;si;telefono;23;julio;82;3;0;no
32;informal;soltero;bachillerato;71;si;no;celular;18;mayo;183;1;0;no
62;desconocido;casado;bachillerato;20;no;no;telefono;2;marzo;139;5;0;no
34;informal;soltero;bachillerato;38;si;no;chat;3;junio;115;3;0;no
25;independiente;soltero;universitario;47;no;no;celular;8;abril;124;2;0;no
34;administrador;soltero;universitario;5;si;no;chat;3;junio;633;28;0;no
44;empresario;soltero;bachillerato;61;no;no;telefono;20;octubre;718;1;0;si
38;administrador;casado;universitario;72;si;no;celular;2;febrero;63;1;0;no
57;independiente;casado;bachillerato;57;no;no;celular;14;agosto;180;1;2;no
36;independiente;casado;universitario;1;no;no;celular;25;agosto;47;1;1;no
41;emprendedor;casado;bachillerato;48;si;no;celular;9;julio;391;1;0;no
36;administrador;soltero;universitario;19;no;si;chat;4;julio;85;3;0;no
27;administrador;soltero;universitario;61;si;no;celular;15;mayo;373;1;0;no
37;empresario;divorciado;bachillerato;24;no;no;celular;20;agosto;289;2;0;no
47;administrador;soltero;universitario;68;no;no;telefono;10;diciembre;805;1;1;si
31;profesor;divorciado;primaria;5;si;no;celular;7;mayo;623;1;1;si
39;independiente;casado;bachillerato;14;si;no;chat;17;junio;483;1;0;no
35;independiente;divorciado;universitario;44;si;no;chat;9;mayo;26;2;0;no
40;informal;casado;bachillerato;34;si;no;chat;7;mayo;112;3;0;no
38;administrador;soltero;universitario;69;si;no;celular;17;noviembre;213;2;0;no
31;empresario;casado;bachillerato;59;si;no;celular;20;noviembre;129;1;0;no
36;informal;casado;primaria;67;no;no;celular;15;abril;330;1;4;si
53;administrador;casado;primaria;33;no;no;chat;9;junio;104;1;0;no
59;informal;casado;primaria;10;no;no;chat;29;mayo;184;1;0;no
29;administrador;soltero;universitario;1;no;no;celular;21;julio;120;3;0;no
30;independiente;soltero;bachillerato;51;si;no;chat;3;junio;159;4;0;no
52;independiente;casado;bachillerato;29;si;no;chat;15;mayo;391;3;0;no
55;informal;casado;bachillerato;21;si;no;celular;12;agosto;112;2;0;no
56;informal;casado;primaria;6;si;no;chat;9;mayo;76;1;0;no
32;independiente;casado;bachillerato;23;si;no;chat;21;mayo;189;2;0;no
24;informal;casado;bachillerato;32;no;no;chat;28;mayo;94;1;0;no
51;informal;casado;primaria;56;si;no;chat;29;mayo;184;3;0;no
36;administrador;casado;universitario;26;si;no;celular;7;agosto;100;2;0;no
36;empresario;casado;universitario;65;si;no;celular;28;enero;57;1;0;no
42;administrador;casado;universitario;20;si;no;celular;17;noviembre;525;3;0;si
49;independiente;casado;bachillerato;54;si;no;celular;21;noviembre;60;1;0;no
48;administrador;casado;bachillerato;12;si;no;chat;26;mayo;251;11;0;no
36;administrador;casado;bachillerato;13;si;no;chat;30;mayo;251;3;0;no
48;administrador;casado;primaria;15;no;no;celular;26;agosto;219;6;0;no
30;empresario;casado;universitario;49;no;no;celular;27;agosto;976;12;0;si
27;administrador;soltero;universitario;32;no;si;celular;8;julio;46;1;0;no
38;emprendedor;casado;universitario;35;si;no;celular;18;noviembre;185;3;0;no
36;empresario;soltero;bachillerato;15;no;no;celular;12;agosto;587;2;0;si
45;empresario;casado;bachillerato;56;no;no;celular;29;julio;65;2;0;no
44;amadiciembreasa;casado;universitario;69;no;no;chat;17;junio;491;1;0;no
42;empresario;casado;bachillerato;69;si;no;celular;11;mayo;432;2;0;no
37;emprendedor;casado;universitario;67;no;no;celular;21;noviembre;102;1;0;no
48;informal;casado;bachillerato;24;si;no;celular;17;abril;264;1;1;no
57;pensionado;casado;primaria;37;si;no;celular;4;febrero;75;1;6;no
44;profesor;casado;bachillerato;62;si;si;celular;20;abril;106;2;0;no
48;empresario;casado;bachillerato;47;si;si;celular;17;noviembre;81;1;0;no
56;pensionado;casado;primaria;20;no;no;celular;27;agosto;89;23;0;no
37;administrador;casado;universitario;42;si;no;chat;6;junio;95;2;0;no
47;informal;casado;bachillerato;21;si;no;chat;15;mayo;322;1;0;no
54;amadiciembreasa;casado;técnico;33;no;no;celular;14;abril;94;5;3;no
51;pensionado;divorciado;bachillerato;10;no;no;celular;12;agosto;417;1;9;si
47;independiente;casado;bachillerato;59;no;no;celular;18;octubre;567;1;3;si
25;administrador;casado;universitario;22;si;si;celular;18;mayo;600;4;4;si
39;profesor;soltero;bachillerato;69;no;no;chat;15;octubre;5;1;0;no
40;administrador;casado;universitario;35;si;no;celular;14;agosto;464;5;0;no
38;administrador;soltero;universitario;64;no;no;celular;1;septiembre;222;1;0;no
34;administrador;casado;universitario;11;si;no;celular;13;mayo;469;1;0;si
53;amadiciembreasa;casado;primaria;8;no;no;celular;15;abril;99;1;0;no
32;profesor;casado;bachillerato;71;si;no;chat;14;mayo;297;2;0;no
35;informal;casado;bachillerato;32;si;no;celular;20;abril;41;3;0;no
24;estudiante;soltero;bachillerato;30;no;no;celular;9;diciembre;390;1;0;no
58;informal;casado;primaria;17;si;no;chat;29;mayo;535;2;0;no
49;administrador;casado;primaria;3;no;no;celular;11;noviembre;269;2;0;si
45;profesor;soltero;bachillerato;24;si;no;celular;20;abril;1010;3;1;no
55;administrador;casado;universitario;55;si;no;celular;8;agosto;73;6;0;no
42;emprendedor;casado;universitario;63;si;si;chat;7;mayo;650;1;0;no
28;independiente;casado;bachillerato;13;si;no;chat;4;julio;53;2;0;no
48;informal;casado;bachillerato;52;no;si;chat;4;julio;270;1;0;no
